Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;a1;a2;a3;a4;a5;a6;a;b1;b2;b3;b4;b5;b;c;d1;d2;d3;d4;d5;d6;d7;d8;d;e;f;g;h;i;j;k
COOPERATIVA DE CRÉDITO MÚTUO DE SERVIDORES PÚBLICOS DO ESTADO DE SÃO PAULO - CREDIFISCO;4546162;b3S;;I;2;SAO PAULO;SP;01/09/2016;302;0;257;0;0;0;558;-31;0;0;0;-30;-60;498;14;0;-93;-162;0;0;36;-82;-288;210;0;210;0;0;210;0
PARATI - CREDITO, FINANCIAMENTO E INVESTIMENTO S.A.;3311443;n1;;I;2;VITORIA;ES;01/09/2016;168;0;388;0;0;0;557;0;0;0;0;-14;-14;542;0;7;-111;-195;-27;0;11;-27;-343;199;0;199;-88;0;111;0
CORREPARTI CORRETORA DE CAMBIO LTDA;80202872;n2;;I;2;SAO JOSE DOS PINHAIS;PR;01/09/2016;0;0;0;0;555;0;555;0;0;0;0;0;0;555;949;0;-204;-484;-82;0;0;0;179;734;0;734;-324;0;410;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ASTRAZENECA DO BRASIL;1288797;b3S;;I;2;COTIA;SP;01/09/2016;480;0;73;0;0;0;553;0;0;0;0;7;7;560;0;0;0;-83;0;0;0;0;-83;477;0;477;0;0;477;-239
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA MINERACÃO RIO DO NORTE S/A, EM PORTO TROMBETAS LIMITADA -  CREDNORTE;4998845;b3S;;I;2;ORIXIMINA;PA;01/09/2016;466;0;87;0;0;0;553;0;0;0;0;-7;-7;545;0;0;-50;-74;0;0;0;0;-124;421;0;421;0;0;421;-252
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE MINISTRO ANDREAZZA   CRESOL ANDREAZZA;10514648;b3S;;I;2;MINISTRO ANDREAZZA;RO;01/09/2016;449;0;100;0;0;0;549;-67;-86;0;0;-75;-229;320;17;54;-151;-160;0;0;9;-115;-345;-24;-9;-33;-3;0;-36;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA TAKATA-PETRI;47944277;b3S;;I;2;JUNDIAI;SP;01/09/2016;548;0;0;0;0;0;548;0;0;0;0;-15;-15;533;0;0;0;-90;0;0;0;-2;-92;441;0;441;0;0;441;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA NOVELIS;57545436;b3S;;I;2;SANTO ANDRE;SP;01/09/2016;513;0;31;0;0;0;543;0;0;0;0;-27;-27;516;2;0;-136;-47;1;0;0;0;-182;334;0;334;0;0;334;0
OLIVEIRA TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIARIOS S.A.;36113876;n2;;I;2;RIO DE JANEIRO;RJ;01/09/2016;0;0;540;0;0;0;540;0;0;0;0;0;0;540;8905;0;-3427;-2731;-815;0;2;0;1934;2475;0;2475;-887;-84;1504;0
COOPERATIVA DE CRÉDITO RURAL HORIZONTES NOVOS DE BARÃO DE COTEGIPE - CREHNOR NORTE;5996245;b3S;;I;2;BARAO DE COTEGIPE;RS;01/09/2016;479;0;60;0;0;0;539;-165;-9;0;0;-61;-235;304;6;45;-171;-216;0;0;3;-130;-464;-160;0;-161;0;0;-161;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA ÁREA DE SAÚDE DE PIRACICABA E REGIÃO;2072790;b3S;;I;2;PIRACICABA;SP;01/09/2016;329;0;208;0;0;0;537;-194;0;0;0;-9;-203;334;17;24;-103;-157;-1;0;6;-5;-218;116;0;116;-4;0;112;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA MERCK SHARP & DOHME FARMACÊUTICA - COOPERMSD;2814832;b3S;;I;2;SAO PAULO;SP;01/09/2016;438;0;94;0;0;0;532;0;0;0;0;-13;-13;519;0;0;-106;-55;1;0;0;0;-162;358;0;358;0;-9;349;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE PORTO LUCENA - CRESOL PORTO LUCENA;9051765;b3S;;I;2;PORTO LUCENA;RS;01/09/2016;390;0;141;0;0;0;531;-171;-19;0;0;38;-151;380;24;18;-141;-149;0;0;24;-64;-289;91;-23;68;0;0;68;0
COOPERATIVA DE CRÉDITO RURAL ASCOOB COSTA DO DENDÊ;3087263;b3S;;I;2;VALENCA;BA;01/09/2016;507;0;23;0;0;0;530;-77;-27;0;0;326;223;753;3;55;-203;-229;0;0;2;-160;-533;220;0;220;0;0;220;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO TELEFÔNICA;57598120;b3S;;I;2;SAO PAULO;SP;01/09/2016;483;0;47;0;0;0;529;0;0;0;0;-19;-19;510;0;0;-232;-90;-2;0;0;0;-323;187;9;196;-3;-9;184;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS DO GRUPO ECONÔMICO RHODIA;57563728;b3S;;I;2;SANTO ANDRE;SP;01/09/2016;438;0;89;0;0;0;527;-97;0;0;0;-2;-99;428;0;0;-160;-88;1;0;2;-18;-266;163;0;163;0;-13;150;0
COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO ABC - COOPER 7;4414354;b3S;;I;2;SAO BERNARDO DO CAMPO;SP;01/09/2016;512;0;14;0;0;0;526;0;-12;0;0;-23;-35;491;0;0;-19;-50;0;0;0;0;-70;421;0;421;0;0;421;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DA EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS LTDA;42100982;b3S;;I;2;RIO DE JANEIRO;RJ;01/09/2016;524;0;0;0;0;0;524;-6;0;0;0;-165;-171;353;4;0;-379;-169;-1;0;0;-1;-546;-193;0;-193;0;0;-193;0
COPERCRED - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS ZILLO LORENZETTI;58022195;b3S;;I;2;LENCOIS PAULISTA;SP;01/09/2016;411;0;111;0;0;0;522;-71;0;0;0;-109;-180;342;0;0;-230;-131;-2;0;24;0;-339;3;3;6;-1;0;5;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS ADVOGADOS DO RIO GRANDE DO SUL - SICREDI COOABCRED/RS;19962468;b3S;;I;2;PORTO ALEGRE;RS;01/09/2016;241;0;277;0;0;0;518;-251;0;0;0;-34;-285;233;78;48;-113;-115;-4;0;4;-125;-225;7;0;7;-1;0;6;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE NOVA ESPERANÇA DO SUDOESTE - CRESOL NOVA ESPERANÇA DO SUDOESTE;7926510;b3S;;I;2;NOVA ESPERANCA DO SUDOESTE;PR;01/09/2016;403;0;111;0;0;0;514;-93;-92;0;0;-187;-372;142;40;33;-84;-100;0;0;11;-87;-187;-45;-4;-49;1;-1;-51;-15
COOPERATIVA DE CRÉDITO RURAL SENHOR DO BONFIM LTDA. - SICOOB BONFIM;4317316;b3S;;I;2;SENHOR DO BONFIM;BA;01/09/2016;429;0;80;0;0;0;509;-74;1;0;0;-98;-173;336;62;141;-259;-221;-4;0;21;-47;-306;31;0;31;-1;0;30;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO SEMASA - SICOOB CECRESA;512839;b3S;;I;2;SANTO ANDRE;SP;01/09/2016;455;0;54;0;0;0;509;-16;0;0;0;0;-16;493;6;2;-132;-107;1;0;0;-3;-234;259;0;259;-2;0;257;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE IRINEÓPOLIS - CRESOL IRINEÓPOLIS;9433005;b3S;;I;2;IRINEOPOLIS;SC;01/09/2016;460;0;47;0;0;0;507;-137;-25;0;0;-283;-445;62;20;25;-133;-108;0;0;9;-77;-265;-204;1;-204;0;0;-205;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO CECREB;67087569;b3S;;I;2;SAO PAULO;SP;01/09/2016;494;0;0;0;0;0;494;0;0;0;0;-2;-2;492;0;0;-138;-61;1;0;3;0;-198;294;0;294;0;0;294;1
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DE PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A., LTDA;42123000;b3S;;I;2;RIO DE JANEIRO;RJ;01/09/2016;437;0;53;0;0;0;491;0;0;0;0;-8;-8;483;0;0;-110;-33;1;0;15;0;-129;353;0;353;0;0;353;-243
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA TICKET SERVIÇOS COMÉRCIO E ADMINISTRAÇÃO;57440521;b3S;;I;2;SAO PAULO;SP;01/09/2016;210;0;279;0;0;0;489;0;0;0;0;8;8;497;0;0;-170;-83;1;0;0;-5;-259;238;0;238;0;0;238;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS TRABALHADORES PORTUARIOS DA GRANDE VITORIA - CREDESTIVA.;3844699;b3S;;I;2;VITORIA;ES;01/09/2016;437;0;51;0;0;0;488;-39;0;0;0;-138;-177;311;2;6;-215;-180;-2;0;24;-15;-381;-70;2;-67;0;0;-67;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA GERDAU S.A. - UNIDADE PINDAMONHANGABA;60219045;b3S;;I;2;PINDAMONHANGABA;SP;01/09/2016;325;0;162;0;0;0;488;0;0;0;0;-3;-3;484;1;0;-109;-65;1;0;12;0;-163;322;0;322;0;0;322;0
COOPERATIVA DE CRÉDITO DOS BANCÁRIOS DE SÃO PAULO E MUNICÍPIOS LIMÍTROFES;3422007;b3S;;I;2;SAO PAULO;SP;01/09/2016;431;0;55;0;0;0;486;-135;0;0;0;38;-97;389;6;0;-386;-113;0;0;29;0;-465;-76;0;-76;0;0;-76;-71
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE CAPÃO BONITO - CRESOL CAPÃO BONITO;9476168;b3S;;I;2;CAPAO BONITO;SP;01/09/2016;230;0;245;0;0;0;475;-89;-33;0;0;-37;-159;316;8;41;-115;-177;0;0;16;-54;-280;35;-2;33;1;-1;31;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE SÃO JOÃO DO SUL - CRESOL SÃO JOÃO DO SUL;9488496;b3S;;I;2;SAO JOAO DO SUL;SC;01/09/2016;286;0;181;0;0;0;467;-213;-22;0;0;-29;-264;203;47;9;-126;-97;0;0;1;-47;-214;-11;-2;-12;0;0;-12;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COLABORADORES DA VALE S.A. - LTDA. - SICOOB CREDIVALE;20961629;b3S;;I;2;ITABIRA;MG;01/09/2016;423;0;44;0;0;0;467;-9;0;0;0;-76;-84;383;54;6;-223;-215;-5;0;65;-27;-345;38;18;57;-9;0;47;0
COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES DA SEGURANÇA PÚBLICA DE SÃO PAULO - CREDIAFAM;4804353;b3S;;I;2;SAO PAULO;SP;01/09/2016;325;0;140;0;0;0;465;0;0;0;0;-147;-147;318;0;0;-143;-57;1;0;0;-8;-209;109;0;109;0;0;109;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES ESTATUTARIOS DA ADMINISTRACAO DIRETA DO ESTADO DO ESPIRITO SANTO - COOPFISCO;2475222;b3S;;I;2;VITORIA;ES;01/09/2016;397;0;64;0;0;0;461;-90;0;0;0;1;-89;372;1;2;-135;-110;-4;0;11;1;-235;136;1;137;-21;0;115;-53
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS MUNICIPAIS EM JOÃO MONLEVADE LTDA.;18310649;b3S;;I;2;JOAO MONLEVADE;MG;01/09/2016;413;0;42;0;0;0;455;0;0;0;0;-21;-21;434;3;0;-117;-58;0;0;0;1;-172;262;2;264;-9;0;255;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO DISTRITO FEDERAL LTDA. - COOSERVCRED;778858;b3S;;I;2;BRASILIA;DF;01/09/2016;448;0;3;0;0;0;451;-36;0;0;0;-23;-59;392;0;0;-185;-69;0;0;5;0;-248;144;8;153;0;0;153;0
FUTURAINVEST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;18684408;n2;;I;2;SALVADOR;BA;01/09/2016;0;0;451;0;0;0;451;-2;0;0;0;0;-2;449;486;0;-262;-390;-82;0;2;-1;-247;202;0;202;0;0;202;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE ITATIBA DO SUL - CRESOL ITATIBA DO SUL;5745533;b3S;;I;2;ITATIBA DO SUL;RS;01/09/2016;373;0;68;0;0;0;442;-96;-52;0;0;2;-146;296;68;2;-83;-78;0;0;0;-35;-126;169;-13;156;0;0;156;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS ENGENHEIROS, ARQUITETOS, AGRÔNOMOS E AFINS DO ESTADO DO RIO GRANDE DO SUL;9187555;b3S;;I;2;PORTO ALEGRE;RS;01/09/2016;366;0;70;0;0;0;436;-195;0;0;0;-176;-371;65;96;5;-165;-135;0;0;0;-25;-224;-158;0;-158;0;0;-159;0
COOPERATIVA DE CREDITO RURAL DE IBIAM - SULCREDI/IBIAM;8240446;b3S;;I;2;IBIAM;SC;01/09/2016;323;0;112;0;0;0;434;-96;-7;0;0;-20;-123;311;6;22;-133;-233;0;0;51;-10;-298;14;0;14;-3;0;11;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE JARU - CRESOL JARU;10514580;b3S;;I;2;JARU;RO;01/09/2016;359;0;74;0;0;0;433;-56;-79;0;0;-121;-256;177;23;54;-107;-144;0;0;9;-49;-214;-37;-2;-40;1;0;-40;-15
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA PREFEITURA MUNICIPAL DE ORLÂNDIA - CRED SERV;946465;b3S;;I;2;ORLANDIA;SP;01/09/2016;428;0;4;0;0;0;433;0;-4;0;0;-8;-13;420;0;0;-26;-57;0;0;0;0;-83;337;0;337;0;0;337;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO HOSPITAL VERA CRUZ E VERA CRUZ ASSOCIAÇÃO DE SAÚDE;44588366;b3S;;I;2;CAMPINAS;SP;01/09/2016;355;0;74;0;0;0;428;0;0;0;0;51;51;479;23;0;-102;-81;-1;0;1;-8;-167;312;0;312;-4;0;308;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS, APOSENTADOS E PENSIONISTAS DA COMPANHIA ESTADUAL DE ENERGIA ELÉTRICA E ELETRICITÁRIOS DO RIO GRANDE DO SUL   CRECE;92825397;b3S;;I;2;PORTO ALEGRE;RS;01/09/2016;424;0;4;0;0;0;428;-126;0;0;0;-20;-146;282;98;0;-261;-117;0;0;17;0;-263;18;11;29;0;0;29;0
OPPORTUNITY DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;1582158;n2;;I;2;RIO DE JANEIRO;RJ;01/09/2016;0;0;425;0;0;0;425;0;0;0;0;0;0;425;2222;0;-938;-1227;-129;0;1317;1;1245;1670;0;1669;0;-1197;472;0
CORRETORA DE CÂMBIO AÇORIANA LIMITADA.;15761217;n2;;I;2;FLORIANOPOLIS;SC;01/09/2016;0;0;2;0;418;0;421;0;0;0;0;0;0;421;0;2;-96;-196;-20;0;0;-7;-316;105;0;105;-27;0;78;-14
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS CONTROLADAS E COLIGADAS DA USINA SANTA ADELIA - USAGRO;68969625;b3S;;I;2;JABOTICABAL;SP;01/09/2016;350;0;70;0;0;0;420;-5;0;0;0;-18;-24;396;3;0;-81;-37;1;0;0;0;-116;280;0;280;1;0;279;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPRESÁRIOS DE PRESIDENTE VENCESLAU - SICOOB CREDIACIPREV;8937938;b3S;;I;2;PRESIDENTE VENCESLAU;SP;01/09/2016;186;0;233;0;0;0;420;-115;0;0;0;-27;-142;277;16;42;-101;-130;1;0;5;-8;-177;100;0;100;1;0;99;0
CRETOVALE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES DA VALE;28145589;b3S;;I;2;VITORIA;ES;01/09/2016;409;0;10;0;0;0;418;0;0;0;0;-38;-38;381;0;0;-254;-110;-2;0;120;0;-245;136;-26;110;1;0;109;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS DE CHAPECÓ E REGIÃO - CRESOL CREDI CHAPECÓ;4769421;b3S;;I;2;CHAPECO;SC;01/09/2016;367;0;52;0;0;0;418;-151;-29;0;0;-24;-204;214;27;2;-98;-107;0;0;0;-42;-218;-4;-51;-55;0;0;-55;0
COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES DE ÓRGAOS GESTORES DE RECURSOS HÍDRICOS DO ESTADO DE SÃO PAULO - COOPERHIDRO;53800488;b3S;;I;2;SAO PAULO;SP;01/09/2016;369;0;49;0;0;0;418;-70;0;0;0;-120;-190;228;0;0;-121;-81;1;0;0;0;-203;25;0;25;0;0;25;0
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA SKF E COLIGADAS;49091119;b3S;;I;2;CAJAMAR;SP;01/09/2016;403;0;15;0;0;0;418;0;0;0;0;1;1;417;0;0;-24;-71;0;0;0;0;-94;323;0;323;0;0;323;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA INTERNATIONAL INDÚSTRIA AUTOMOTIVA DA AMÉRICA DO SUL;59620708;b3S;;I;2;SAO PAULO;SP;01/09/2016;237;0;180;0;0;0;417;0;0;0;0;-17;-17;400;0;0;-86;-69;1;0;0;0;-156;245;0;245;0;0;245;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS METALÚRGICAS DE MATÃO - METALCOOPERCRED;53505681;b3S;;I;2;MATAO;SP;01/09/2016;271;0;146;0;0;0;417;0;0;0;0;-8;-8;409;0;0;-47;-80;0;0;4;0;-123;286;0;286;0;0;286;0
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS EM INSTITUIÇÕES DO SISTEMA FINANCEIRO NAS REGIÕES DE SÃO PAULO E CAMPINAS (SP) - CREDISCOOP;3674133;b3S;;I;2;SAO PAULO;SP;01/09/2016;363;0;54;0;0;0;417;-79;0;0;0;-6;-85;332;0;0;-121;-55;0;0;0;-29;-204;128;0;128;0;-4;123;-52
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO SISTEMA FIERGS - CRESUL;92675578;b3S;;I;2;PORTO ALEGRE;RS;01/09/2016;365;0;51;0;0;0;417;0;0;0;0;2;2;418;2;0;-66;-57;0;0;0;0;-122;296;0;296;-12;0;285;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO JOHN F. KENNEDY LTDA;33735192;b3S;;I;2;RIO DE JANEIRO;RJ;01/09/2016;393;0;22;0;0;0;415;-90;0;0;0;180;90;505;0;0;-166;-92;1;0;0;0;-258;246;1;248;-3;0;245;0
ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.;4684647;n2;;I;2;SANTOS;SP;01/09/2016;0;0;32;0;382;0;414;0;0;0;0;0;0;414;272;0;-377;-260;-43;0;68;0;-340;74;0;74;-28;0;47;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FABRICANTES DE CALÇADOS DE SAPIRANGA LTDA.;5841967;b3S;;I;2;SAPIRANGA;RS;01/09/2016;371;0;42;0;0;0;413;-45;0;0;0;-269;-314;99;85;32;-69;-97;0;0;2;1;-48;52;-1;50;0;0;50;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPRESÁRIOS DA REGIÃO NORTE MARANHENSE - SICOOB NORTE MARANHENSE;22491263;b3S;;I;2;SAO LUIS;MA;01/09/2016;344;0;66;0;0;0;410;-113;1;0;0;-121;-234;176;35;22;-119;-245;-2;0;32;-3;-281;-105;0;-105;0;0;-105;0
LAMARA SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E A EMPRESA DE PEQUENO PORTE LTDA;19324634;n1;;I;2;FORTALEZA;CE;01/09/2016;397;0;13;0;0;0;410;0;0;0;0;-41;-41;368;0;0;-8;-220;-19;0;0;-2;-249;119;0;119;-32;0;87;0
COOPERATIVA DE CRÉDITO MÚTUO DOS POLICIAIS FEDERAIS E SERVIDORES DA UNIÃO NO ESPÍRITO SANTO - CREDFEDERAL;2083914;b3S;;I;2;VILA VELHA;ES;01/09/2016;342;0;66;0;0;0;408;-143;0;0;0;-37;-180;228;2;0;-116;-49;-4;0;0;-6;-172;57;2;59;-4;0;55;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE SANTA TEREZINHA DO PROGRESSO - CRESOL SANTA TEREZINHA DO PROGRESSO;8652872;b3S;;I;2;SANTA TEREZINHA DO PROGRESSO;SC;01/09/2016;351;0;54;0;0;0;405;-104;-31;0;0;-96;-230;175;34;9;-114;-112;0;0;0;-31;-213;-39;0;-39;0;0;-39;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE RIO BRANCO DO SUL - CRESOL RIO BRANCO DO SUL;10512171;b3S;;I;2;RIO BRANCO DO SUL;PR;01/09/2016;320;0;84;0;0;0;405;-47;-37;0;0;-6;-90;315;16;38;-72;-95;0;0;18;-85;-179;136;-5;130;-3;0;127;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA CONFAB;59305565;b3S;;I;2;PINDAMONHANGABA;SP;01/09/2016;297;0;101;0;0;0;398;0;0;0;0;-158;-158;239;0;0;-67;-38;1;0;0;0;-105;134;0;134;0;-1;133;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE CORONEL FREITAS - CRESOL CORONEL FREITAS;8647473;b3S;;I;2;CORONEL FREITAS;SC;01/09/2016;286;0;111;0;0;0;397;-120;-37;0;0;121;-36;361;52;9;-87;-94;0;0;0;-32;-153;208;-9;199;0;0;199;0
AGENCIA DE FOMENTO DO ESTADO DE RORAIMA S.A. - AFERR;3058464;n1;;I;1;BOA VISTA;RR;01/09/2016;46;0;347;0;0;0;392;0;0;0;0;-97;-97;295;3;0;-996;-341;-19;0;2;0;-1351;-1056;337;-719;0;0;-719;0
COOPERATIVA DE CRÉDITO DOS SERVIDORES PÚBLICOS MUNICIPAIS DE TIMÓTEO LTDA. - COOPERTIM;20833976;b3S;;I;2;TIMOTEO;MG;01/09/2016;363;0;28;0;0;0;392;0;0;0;0;-6;-6;386;0;0;-56;-59;0;0;1;1;-114;271;-2;269;0;0;269;-73
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE JACINTO MACHADO - CRESOL JACINTO MACHADO;9463721;b3S;;I;2;JACINTO MACHADO;SC;01/09/2016;291;0;100;0;0;0;391;-150;-29;0;0;-77;-255;135;31;10;-107;-106;0;0;0;-46;-219;-84;10;-74;0;0;-74;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES NAS INDÚSTRIAS DE EXTRAÇÃO DE FERRO E METAIS BÁSICOS DA REGIÃO DE CONGONHAS LTDA. - COOFERSE;71384697;b3S;;I;2;CONGONHAS;MG;01/09/2016;289;0;98;0;0;0;388;0;0;0;0;-14;-14;374;0;0;-38;-79;0;0;6;-6;-117;257;0;257;0;0;257;0
MONOPÓLIO CORRETORA DE CÂMBIO LTDA.;34666362;n2;;I;2;BELEM;PA;01/09/2016;0;0;0;0;383;0;383;0;0;0;0;0;0;383;5;0;-58;-126;-26;0;0;0;-205;178;0;178;-27;0;151;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DE ITABIRA LTDA. - SICOOB COSEMI;16651002;b3S;;I;2;ITABIRA;MG;01/09/2016;351;0;23;0;0;0;374;-26;0;0;0;-36;-62;312;45;0;-173;-77;-2;0;28;-1;-181;131;1;130;-6;0;125;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPRESÁRIOS DA REGIÃO METROPOLITANA DE JOÃO PESSOA E LITORAL DA PARAÍBA - SICOOB LITORAL PARAIBANO;23295315;b3S;;I;2;JOAO PESSOA;PB;01/09/2016;292;0;82;0;0;0;374;-97;0;0;0;-191;-288;86;44;50;-133;-217;-2;0;40;-7;-224;-138;0;-138;-1;0;-139;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA COMPANHIA PAULISTA DE TRENS METROPOLITANOS;1530136;b3S;;I;2;OSASCO;SP;01/09/2016;162;0;208;0;0;0;370;0;0;0;0;-35;-35;335;0;0;-52;-62;0;0;1;0;-113;222;0;222;0;-2;219;-7
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO COMOLATTI - SÃO PAULO;47196084;b3S;;I;2;SAO PAULO;SP;01/09/2016;333;0;36;0;0;0;369;0;0;0;0;-1;-1;368;0;0;0;-36;0;0;0;0;-36;332;0;332;0;0;332;-266
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA PILKINGTON BRASIL;2104058;b3S;;I;2;CACAPAVA;SP;01/09/2016;333;0;36;0;0;0;369;0;0;0;0;0;0;369;0;0;-71;-54;0;0;0;0;-125;244;0;244;0;0;244;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO SBF LTDA. - COOPER ATIVA SBF;2232228;b3S;;I;2;SAO PAULO;SP;01/09/2016;318;0;50;0;0;0;368;0;0;0;0;-41;-41;327;0;0;-72;-85;0;0;0;0;-158;170;0;170;0;0;170;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA BOMBRIL;57038408;b3S;;I;2;SAO BERNARDO DO CAMPO;SP;01/09/2016;354;0;13;0;0;0;367;0;0;0;0;-10;-10;357;0;0;-131;-47;1;0;0;0;-178;179;0;179;0;-12;168;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO FLEURY;71965313;b3S;;I;2;SAO PAULO;SP;01/09/2016;303;0;63;0;0;0;367;0;0;0;0;-21;-21;345;0;0;-58;-57;0;0;0;0;-115;230;0;230;0;0;230;0
COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS FERROVIÁRIAS NO ESTADO DE SÃO PAULO;53932869;b3S;;I;2;OSASCO;SP;01/09/2016;301;0;62;0;0;0;362;0;0;0;0;2;2;365;0;0;-76;-101;0;0;0;0;-178;187;0;187;0;0;187;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DE POÇOS DE CALDAS LTDA. - COOPOÇOS;41791005;b3S;;I;2;POCOS DE CALDAS;MG;01/09/2016;346;0;12;0;0;0;358;-22;-7;0;0;9;-20;338;0;0;-124;-90;1;0;31;-4;-188;150;1;151;0;0;151;0
